"","X","trial_type","stimulus","response","left_image","right_image","correct_response","correct","sound","vowel_type","congruent","voicing","ID"
"1271",33,"bouba-kiki","sound/titi.wav","m","[""img/bouba_7_L.png""]","[""img/kiki_7_L.png""]","m",1,"angular","/i/","congruent","unvoiced","blg154"
"1272",34,"bouba-kiki","sound/DADA.wav","z","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L.png""]","m",0,"curved","/a/","congruent","voiced","blg154"
"1273",35,"bouba-kiki","sound/TATA.wav","z","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S_R.png""]","m",0,"angular","/a/","incongruent","unvoiced","blg154"
"1274",36,"bouba-kiki","sound/lili.wav","m","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S.png""]","m",1,"angular","/i/","congruent","voiced","blg154"
"1275",37,"bouba-kiki","sound/LALA.wav","z","[""img/kiki_7_L.png""]","[""img/bouba_7_L.png""]","z",1,"angular","/a/","incongruent","voiced","blg154"
"1276",38,"bouba-kiki","sound/kiki.wav","z","[""img/kiki_7_S.png""]","[""img/bouba_7_S_R.png""]","z",1,"angular","/i/","congruent","unvoiced","blg154"
"1277",39,"bouba-kiki","sound/DADA.wav","z","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S.png""]","z",1,"curved","/a/","congruent","voiced","blg154"
"1278",40,"bouba-kiki","sound/ZAZA.wav","z","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L_R.png""]","z",1,"angular","/a/","incongruent","voiced","blg154"
"1279",41,"bouba-kiki","sound/mimi.wav","z","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S.png""]","m",0,"curved","/i/","incongruent","voiced","blg154"
"1280",42,"bouba-kiki","sound/KAKA.wav","z","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S_R.png""]","m",0,"angular","/a/","incongruent","unvoiced","blg154"
"1281",43,"bouba-kiki","sound/TATA.wav","z","[""img/kiki_7_S.png""]","[""img/bouba_7_S.png""]","z",1,"angular","/a/","incongruent","unvoiced","blg154"
"1282",44,"bouba-kiki","sound/sisi.wav","z","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S_R.png""]","z",1,"curved","/i/","incongruent","unvoiced","blg154"
"1283",45,"bouba-kiki","sound/FAFA.wav","m","[""img/bouba_7_L.png""]","[""img/kiki_7_L_R.png""]","z",0,"curved","/a/","congruent","unvoiced","blg154"
"1284",46,"bouba-kiki","sound/sisi.wav","m","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S.png""]","m",1,"curved","/i/","incongruent","unvoiced","blg154"
"1285",47,"bouba-kiki","sound/titi.wav","z","[""img/kiki_7_L.png""]","[""img/bouba_7_L.png""]","z",1,"angular","/i/","congruent","unvoiced","blg154"
"1286",48,"bouba-kiki","sound/ZAZA.wav","z","[""img/bouba_7_S.png""]","[""img/kiki_7_S_R.png""]","m",0,"angular","/a/","incongruent","voiced","blg154"
"1287",49,"bouba-kiki","sound/fifi.wav","m","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S_R.png""]","m",1,"curved","/i/","incongruent","unvoiced","blg154"
"1288",50,"bouba-kiki","sound/fifi.wav","m","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L.png""]","m",1,"curved","/i/","incongruent","unvoiced","blg154"
"1289",51,"bouba-kiki","sound/DADA.wav","m","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S.png""]","z",0,"curved","/a/","congruent","voiced","blg154"
"1290",52,"bouba-kiki","sound/zizi.wav","m","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L_R.png""]","m",1,"angular","/i/","congruent","voiced","blg154"
"1291",53,"bouba-kiki","sound/FAFA.wav","z","[""img/kiki_7_S.png""]","[""img/bouba_7_S_R.png""]","m",0,"curved","/a/","congruent","unvoiced","blg154"
"1292",54,"bouba-kiki","sound/mimi.wav","m","[""img/kiki_7_L.png""]","[""img/bouba_7_L.png""]","m",1,"curved","/i/","incongruent","voiced","blg154"
"1293",55,"bouba-kiki","sound/FAFA.wav","m","[""img/bouba_7_L.png""]","[""img/kiki_7_L.png""]","z",0,"curved","/a/","congruent","unvoiced","blg154"
"1294",56,"bouba-kiki","sound/SASA.wav","z","[""img/bouba_7_L.png""]","[""img/kiki_7_L.png""]","z",1,"curved","/a/","congruent","unvoiced","blg154"
"1295",57,"bouba-kiki","sound/titi.wav","z","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S_R.png""]","z",1,"angular","/i/","congruent","unvoiced","blg154"
"1296",58,"bouba-kiki","sound/KAKA.wav","z","[""img/bouba_7_L.png""]","[""img/kiki_7_L.png""]","m",0,"angular","/a/","incongruent","unvoiced","blg154"
"1297",59,"bouba-kiki","sound/MAMA.wav","z","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L_R.png""]","z",1,"curved","/a/","congruent","voiced","blg154"
"1298",60,"bouba-kiki","sound/mimi.wav","z","[""img/kiki_7_S.png""]","[""img/bouba_7_S_R.png""]","m",0,"curved","/i/","incongruent","voiced","blg154"
"1299",61,"bouba-kiki","sound/fifi.wav","m","[""img/bouba_7_S.png""]","[""img/kiki_7_S.png""]","z",0,"curved","/i/","incongruent","unvoiced","blg154"
"1300",62,"bouba-kiki","sound/MAMA.wav","m","[""img/kiki_7_L.png""]","[""img/bouba_7_L_R.png""]","m",1,"curved","/a/","congruent","voiced","blg154"
"1301",63,"bouba-kiki","sound/kiki.wav","m","[""img/bouba_7_L.png""]","[""img/kiki_7_L_R.png""]","m",1,"angular","/i/","congruent","unvoiced","blg154"
"1302",64,"bouba-kiki","sound/lili.wav","z","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L.png""]","z",1,"angular","/i/","congruent","voiced","blg154"
"1303",1,"bouba-kiki","sound/ZAZA.wav","m","[""img/bouba_7_S.png""]","[""img/kiki_7_S.png""]","m",1,"angular","/a/","incongruent","voiced","blg159"
"1304",2,"bouba-kiki","sound/ZAZA.wav","m","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L.png""]","m",1,"angular","/a/","incongruent","voiced","blg159"
"1305",3,"bouba-kiki","sound/kiki.wav","m","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S_R.png""]","z",0,"angular","/i/","congruent","unvoiced","blg159"
"1306",4,"bouba-kiki","sound/titi.wav","m","[""img/kiki_7_L.png""]","[""img/bouba_7_L_R.png""]","z",0,"angular","/i/","congruent","unvoiced","blg159"
"1307",5,"bouba-kiki","sound/MAMA.wav","z","[""img/bouba_7_S.png""]","[""img/kiki_7_S.png""]","z",1,"curved","/a/","congruent","voiced","blg159"
"1308",6,"bouba-kiki","sound/DADA.wav","m","[""img/kiki_7_L.png""]","[""img/bouba_7_L_R.png""]","m",1,"curved","/a/","congruent","voiced","blg159"
"1309",7,"bouba-kiki","sound/mimi.wav","m","[""img/kiki_7_S.png""]","[""img/bouba_7_S.png""]","m",1,"curved","/i/","incongruent","voiced","blg159"
"1310",8,"bouba-kiki","sound/TATA.wav","m","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L_R.png""]","m",1,"angular","/a/","incongruent","unvoiced","blg159"
"1311",9,"bouba-kiki","sound/didi.wav","z","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L.png""]","z",1,"curved","/i/","incongruent","voiced","blg159"
"1312",10,"bouba-kiki","sound/ZAZA.wav","z","[""img/kiki_7_L.png""]","[""img/bouba_7_L_R.png""]","z",1,"angular","/a/","incongruent","voiced","blg159"
"1313",11,"bouba-kiki","sound/didi.wav","z","[""img/bouba_7_L.png""]","[""img/kiki_7_L.png""]","z",1,"curved","/i/","incongruent","voiced","blg159"
"1314",12,"bouba-kiki","sound/DADA.wav","m","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L_R.png""]","m",1,"curved","/a/","congruent","voiced","blg159"
"1315",13,"bouba-kiki","sound/zizi.wav","m","[""img/bouba_7_L.png""]","[""img/kiki_7_L_R.png""]","m",1,"angular","/i/","congruent","voiced","blg159"
"1316",14,"bouba-kiki","sound/DADA.wav","m","[""img/kiki_7_S.png""]","[""img/bouba_7_S.png""]","m",1,"curved","/a/","congruent","voiced","blg159"
"1317",15,"bouba-kiki","sound/sisi.wav","z","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L.png""]","z",1,"curved","/i/","incongruent","unvoiced","blg159"
"1318",16,"bouba-kiki","sound/mimi.wav","z","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L.png""]","z",1,"curved","/i/","incongruent","voiced","blg159"
"1319",17,"bouba-kiki","sound/MAMA.wav","m","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S.png""]","m",1,"curved","/a/","congruent","voiced","blg159"
"1320",18,"bouba-kiki","sound/sisi.wav","m","[""img/bouba_7_S.png""]","[""img/kiki_7_S.png""]","z",0,"curved","/i/","incongruent","unvoiced","blg159"
"1321",19,"bouba-kiki","sound/MAMA.wav","m","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S_R.png""]","m",1,"curved","/a/","congruent","voiced","blg159"
"1322",20,"bouba-kiki","sound/MAMA.wav","m","[""img/kiki_7_S.png""]","[""img/bouba_7_S.png""]","m",1,"curved","/a/","congruent","voiced","blg159"
"1323",21,"bouba-kiki","sound/TATA.wav","m","[""img/bouba_7_S.png""]","[""img/kiki_7_S_R.png""]","m",1,"angular","/a/","incongruent","unvoiced","blg159"
"1324",22,"bouba-kiki","sound/mimi.wav","m","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L_R.png""]","m",1,"curved","/i/","incongruent","voiced","blg159"
"1325",23,"bouba-kiki","sound/kiki.wav","m","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S_R.png""]","m",1,"angular","/i/","congruent","unvoiced","blg159"
"1326",24,"bouba-kiki","sound/SASA.wav","m","[""img/kiki_7_L.png""]","[""img/bouba_7_L_R.png""]","m",1,"curved","/a/","congruent","unvoiced","blg159"
"1327",25,"bouba-kiki","sound/FAFA.wav","m","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L.png""]","z",0,"curved","/a/","congruent","unvoiced","blg159"
"1328",26,"bouba-kiki","sound/lili.wav","m","[""img/kiki_7_S.png""]","[""img/bouba_7_S_R.png""]","z",0,"angular","/i/","congruent","voiced","blg159"
"1329",27,"bouba-kiki","sound/SASA.wav","z","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S.png""]","z",1,"curved","/a/","congruent","unvoiced","blg159"
"1330",28,"bouba-kiki","sound/didi.wav","m","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L_R.png""]","m",1,"curved","/i/","incongruent","voiced","blg159"
"1331",29,"bouba-kiki","sound/FAFA.wav","m","[""img/kiki_7_L.png""]","[""img/bouba_7_L_R.png""]","m",1,"curved","/a/","congruent","unvoiced","blg159"
"1332",30,"bouba-kiki","sound/titi.wav","m","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S.png""]","m",1,"angular","/i/","congruent","unvoiced","blg159"
"1333",31,"bouba-kiki","sound/didi.wav","m","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L_R.png""]","m",1,"curved","/i/","incongruent","voiced","blg159"
"1334",32,"bouba-kiki","sound/KAKA.wav","z","[""img/kiki_7_S.png""]","[""img/bouba_7_S_R.png""]","z",1,"angular","/a/","incongruent","unvoiced","blg159"
"1335",33,"bouba-kiki","sound/fifi.wav","z","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L_R.png""]","z",1,"curved","/i/","incongruent","unvoiced","blg159"
"1336",34,"bouba-kiki","sound/LALA.wav","m","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L_R.png""]","z",0,"angular","/a/","incongruent","voiced","blg159"
"1337",35,"bouba-kiki","sound/FAFA.wav","m","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S.png""]","m",1,"curved","/a/","congruent","unvoiced","blg159"
"1338",36,"bouba-kiki","sound/titi.wav","m","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L_R.png""]","m",1,"angular","/i/","congruent","unvoiced","blg159"
"1339",37,"bouba-kiki","sound/zizi.wav","z","[""img/kiki_7_L.png""]","[""img/bouba_7_L.png""]","z",1,"angular","/i/","congruent","voiced","blg159"
"1340",38,"bouba-kiki","sound/KAKA.wav","z","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S_R.png""]","z",1,"angular","/a/","incongruent","unvoiced","blg159"
"1341",39,"bouba-kiki","sound/lili.wav","z","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L.png""]","m",0,"angular","/i/","congruent","voiced","blg159"
"1342",40,"bouba-kiki","sound/TATA.wav","z","[""img/kiki_7_S.png""]","[""img/bouba_7_S_R.png""]","z",1,"angular","/a/","incongruent","unvoiced","blg159"
"1343",41,"bouba-kiki","sound/zizi.wav","m","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S.png""]","m",1,"angular","/i/","congruent","voiced","blg159"
"1344",42,"bouba-kiki","sound/SASA.wav","z","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L.png""]","m",0,"curved","/a/","congruent","unvoiced","blg159"
"1345",43,"bouba-kiki","sound/fifi.wav","z","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S.png""]","z",1,"curved","/i/","incongruent","unvoiced","blg159"
"1346",44,"bouba-kiki","sound/DADA.wav","m","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L_R.png""]","z",0,"curved","/a/","congruent","voiced","blg159"
"1347",45,"bouba-kiki","sound/KAKA.wav","z","[""img/kiki_7_L.png""]","[""img/bouba_7_L_R.png""]","z",1,"angular","/a/","incongruent","unvoiced","blg159"
"1348",46,"bouba-kiki","sound/sisi.wav","m","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L_R.png""]","m",1,"curved","/i/","incongruent","unvoiced","blg159"
"1349",47,"bouba-kiki","sound/SASA.wav","z","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S_R.png""]","z",1,"curved","/a/","congruent","unvoiced","blg159"
"1350",48,"bouba-kiki","sound/kiki.wav","m","[""img/kiki_7_S.png""]","[""img/bouba_7_S_R.png""]","z",0,"angular","/i/","congruent","unvoiced","blg159"
"1351",49,"bouba-kiki","sound/KAKA.wav","z","[""img/kiki_7_L.png""]","[""img/bouba_7_L_R.png""]","z",1,"angular","/a/","incongruent","unvoiced","blg159"
"1352",50,"bouba-kiki","sound/lili.wav","z","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L.png""]","m",0,"angular","/i/","congruent","voiced","blg159"
"1353",51,"bouba-kiki","sound/fifi.wav","z","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S_R.png""]","m",0,"curved","/i/","incongruent","unvoiced","blg159"
"1354",52,"bouba-kiki","sound/kiki.wav","m","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L_R.png""]","z",0,"angular","/i/","congruent","unvoiced","blg159"
"1355",53,"bouba-kiki","sound/LALA.wav","z","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L_R.png""]","m",0,"angular","/a/","incongruent","voiced","blg159"
"1356",54,"bouba-kiki","sound/titi.wav","z","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S.png""]","z",1,"angular","/i/","congruent","unvoiced","blg159"
"1357",55,"bouba-kiki","sound/FAFA.wav","m","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S.png""]","m",1,"curved","/a/","congruent","unvoiced","blg159"
"1358",56,"bouba-kiki","sound/sisi.wav","z","[""img/bouba_7_S.png""]","[""img/kiki_7_S_R.png""]","z",1,"curved","/i/","incongruent","unvoiced","blg159"
"1359",57,"bouba-kiki","sound/zizi.wav","m","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S_R.png""]","m",1,"angular","/i/","congruent","voiced","blg159"
"1360",1,"bouba-kiki","sound/DADA.wav","z","[""img/bouba_7_L.png""]","[""img/kiki_7_L.png""]","z",1,"curved","/a/","congruent","voiced","blg160"
"1361",2,"bouba-kiki","sound/zizi.wav","z","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S_R.png""]","z",1,"angular","/i/","congruent","voiced","blg160"
"1362",3,"bouba-kiki","sound/TATA.wav","m","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S.png""]","m",1,"angular","/a/","incongruent","unvoiced","blg160"
"1363",4,"bouba-kiki","sound/TATA.wav","m","[""img/bouba_7_S.png""]","[""img/kiki_7_S.png""]","m",1,"angular","/a/","incongruent","unvoiced","blg160"
"1364",5,"bouba-kiki","sound/didi.wav","m","[""img/kiki_7_L.png""]","[""img/bouba_7_L.png""]","m",1,"curved","/i/","incongruent","voiced","blg160"
"1365",6,"bouba-kiki","sound/didi.wav","z","[""img/bouba_7_L.png""]","[""img/kiki_7_L_R.png""]","z",1,"curved","/i/","incongruent","voiced","blg160"
"1366",7,"bouba-kiki","sound/DADA.wav","m","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S.png""]","m",1,"curved","/a/","congruent","voiced","blg160"
"1367",8,"bouba-kiki","sound/MAMA.wav","m","[""img/bouba_7_S.png""]","[""img/kiki_7_S.png""]","z",0,"curved","/a/","congruent","voiced","blg160"
"1368",9,"bouba-kiki","sound/sisi.wav","m","[""img/kiki_7_L.png""]","[""img/bouba_7_L.png""]","m",1,"curved","/i/","incongruent","unvoiced","blg160"
"1369",10,"bouba-kiki","sound/LALA.wav","z","[""img/bouba_7_L.png""]","[""img/kiki_7_L_R.png""]","m",0,"angular","/a/","incongruent","voiced","blg160"
"1370",11,"bouba-kiki","sound/zizi.wav","z","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S.png""]","z",1,"angular","/i/","congruent","voiced","blg160"
"1371",12,"bouba-kiki","sound/TATA.wav","z","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S_R.png""]","z",1,"angular","/a/","incongruent","unvoiced","blg160"
"1372",13,"bouba-kiki","sound/SASA.wav","z","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S_R.png""]","z",1,"curved","/a/","congruent","unvoiced","blg160"
"1373",14,"bouba-kiki","sound/didi.wav","m","[""img/bouba_7_L.png""]","[""img/kiki_7_L_R.png""]","z",0,"curved","/i/","incongruent","voiced","blg160"
"1374",15,"bouba-kiki","sound/LALA.wav","m","[""img/kiki_7_S.png""]","[""img/bouba_7_S.png""]","z",0,"angular","/a/","incongruent","voiced","blg160"
"1375",16,"bouba-kiki","sound/mimi.wav","m","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L_R.png""]","z",0,"curved","/i/","incongruent","voiced","blg160"
"1376",17,"bouba-kiki","sound/titi.wav","z","[""img/kiki_7_S.png""]","[""img/bouba_7_S_R.png""]","z",1,"angular","/i/","congruent","unvoiced","blg160"
"1377",18,"bouba-kiki","sound/KAKA.wav","z","[""img/kiki_7_L.png""]","[""img/bouba_7_L_R.png""]","z",1,"angular","/a/","incongruent","unvoiced","blg160"
"1378",19,"bouba-kiki","sound/sisi.wav","z","[""img/bouba_7_S.png""]","[""img/kiki_7_S.png""]","z",1,"curved","/i/","incongruent","unvoiced","blg160"
"1379",20,"bouba-kiki","sound/fifi.wav","z","[""img/bouba_7_L.png""]","[""img/kiki_7_L_R.png""]","z",1,"curved","/i/","incongruent","unvoiced","blg160"
"1380",21,"bouba-kiki","sound/DADA.wav","m","[""img/kiki_7_S.png""]","[""img/bouba_7_S.png""]","m",1,"curved","/a/","congruent","voiced","blg160"
"1381",22,"bouba-kiki","sound/lili.wav","z","[""img/bouba_7_S.png""]","[""img/kiki_7_S.png""]","m",0,"angular","/i/","congruent","voiced","blg160"
"1382",23,"bouba-kiki","sound/DADA.wav","m","[""img/kiki_7_S.png""]","[""img/bouba_7_S_R.png""]","m",1,"curved","/a/","congruent","voiced","blg160"
"1383",24,"bouba-kiki","sound/fifi.wav","z","[""img/bouba_7_S.png""]","[""img/kiki_7_S_R.png""]","z",1,"curved","/i/","incongruent","unvoiced","blg160"
"1384",25,"bouba-kiki","sound/FAFA.wav","m","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L_R.png""]","m",1,"curved","/a/","congruent","unvoiced","blg160"
"1385",26,"bouba-kiki","sound/mimi.wav","m","[""img/kiki_7_S.png""]","[""img/bouba_7_S_R.png""]","m",1,"curved","/i/","incongruent","voiced","blg160"
"1386",27,"bouba-kiki","sound/kiki.wav","m","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S.png""]","m",1,"angular","/i/","congruent","unvoiced","blg160"
"1387",28,"bouba-kiki","sound/TATA.wav","z","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S_R.png""]","z",1,"angular","/a/","incongruent","unvoiced","blg160"
"1388",29,"bouba-kiki","sound/mimi.wav","m","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L_R.png""]","m",1,"curved","/i/","incongruent","voiced","blg160"
"1389",30,"bouba-kiki","sound/sisi.wav","z","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S_R.png""]","z",1,"curved","/i/","incongruent","unvoiced","blg160"
"1390",31,"bouba-kiki","sound/SASA.wav","z","[""img/bouba_7_L.png""]","[""img/kiki_7_L.png""]","z",1,"curved","/a/","congruent","unvoiced","blg160"
"1391",32,"bouba-kiki","sound/KAKA.wav","z","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L_R.png""]","z",1,"angular","/a/","incongruent","unvoiced","blg160"
"1392",33,"bouba-kiki","sound/lili.wav","m","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S_R.png""]","m",1,"angular","/i/","congruent","voiced","blg160"
"1393",34,"bouba-kiki","sound/ZAZA.wav","m","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L.png""]","m",1,"angular","/a/","incongruent","voiced","blg160"
"1394",35,"bouba-kiki","sound/LALA.wav","m","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S.png""]","z",0,"angular","/a/","incongruent","voiced","blg160"
"1395",36,"bouba-kiki","sound/kiki.wav","m","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S.png""]","m",1,"angular","/i/","congruent","unvoiced","blg160"
"1396",37,"bouba-kiki","sound/ZAZA.wav","m","[""img/bouba_7_L.png""]","[""img/kiki_7_L.png""]","m",1,"angular","/a/","incongruent","voiced","blg160"
"1397",38,"bouba-kiki","sound/titi.wav","z","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L.png""]","z",1,"angular","/i/","congruent","unvoiced","blg160"
"1398",39,"bouba-kiki","sound/MAMA.wav","m","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S_R.png""]","m",1,"curved","/a/","congruent","voiced","blg160"
"1399",40,"bouba-kiki","sound/FAFA.wav","z","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L.png""]","z",1,"curved","/a/","congruent","unvoiced","blg160"
"1400",41,"bouba-kiki","sound/titi.wav","z","[""img/kiki_7_L.png""]","[""img/bouba_7_L.png""]","z",1,"angular","/i/","congruent","unvoiced","blg160"
"1401",42,"bouba-kiki","sound/zizi.wav","m","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S_R.png""]","m",1,"angular","/i/","congruent","voiced","blg160"
"1402",43,"bouba-kiki","sound/MAMA.wav","m","[""img/kiki_7_S.png""]","[""img/bouba_7_S.png""]","m",1,"curved","/a/","congruent","voiced","blg160"
"1403",44,"bouba-kiki","sound/mimi.wav","z","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L.png""]","z",1,"curved","/i/","incongruent","voiced","blg160"
"1404",45,"bouba-kiki","sound/ZAZA.wav","z","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L.png""]","z",1,"angular","/a/","incongruent","voiced","blg160"
"1405",46,"bouba-kiki","sound/kiki.wav","m","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S.png""]","m",1,"angular","/i/","congruent","unvoiced","blg160"
"1406",47,"bouba-kiki","sound/fifi.wav","m","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S.png""]","m",1,"curved","/i/","incongruent","unvoiced","blg160"
"1407",48,"bouba-kiki","sound/KAKA.wav","m","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L_R.png""]","m",1,"angular","/a/","incongruent","unvoiced","blg160"
"1408",49,"bouba-kiki","sound/SASA.wav","m","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L.png""]","m",1,"curved","/a/","congruent","unvoiced","blg160"
"1409",50,"bouba-kiki","sound/titi.wav","m","[""img/bouba_7_L.png""]","[""img/kiki_7_L.png""]","m",1,"angular","/i/","congruent","unvoiced","blg160"
"1410",51,"bouba-kiki","sound/ZAZA.wav","z","[""img/kiki_7_L.png""]","[""img/bouba_7_L.png""]","z",1,"angular","/a/","incongruent","voiced","blg160"
"1411",52,"bouba-kiki","sound/SASA.wav","z","[""img/bouba_7_S.png""]","[""img/kiki_7_S_R.png""]","z",1,"curved","/a/","congruent","unvoiced","blg160"
