"","X","trial_type","stimulus","response","left_image","right_image","correct_response","correct","sound","vowel_type","congruent","voicing","ID"
"769",43,"bouba-kiki","sound/TATA.wav","z","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L_R.png""]","z",1,"angular","/a/","incongruent","unvoiced","blg126"
"770",44,"bouba-kiki","sound/sisi.wav","m","[""img/kiki_7_L.png""]","[""img/bouba_7_L.png""]","m",1,"curved","/i/","incongruent","unvoiced","blg126"
"771",45,"bouba-kiki","sound/titi.wav","m","[""img/bouba_7_S.png""]","[""img/kiki_7_S_R.png""]","m",1,"angular","/i/","congruent","unvoiced","blg126"
"772",46,"bouba-kiki","sound/KAKA.wav","z","[""img/bouba_7_S.png""]","[""img/kiki_7_S.png""]","m",0,"angular","/a/","incongruent","unvoiced","blg126"
"773",47,"bouba-kiki","sound/kiki.wav","z","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L.png""]","z",1,"angular","/i/","congruent","unvoiced","blg126"
"774",48,"bouba-kiki","sound/fifi.wav","z","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L.png""]","z",1,"curved","/i/","incongruent","unvoiced","blg126"
"775",49,"bouba-kiki","sound/ZAZA.wav","z","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L.png""]","z",1,"angular","/a/","incongruent","voiced","blg126"
"776",50,"bouba-kiki","sound/mimi.wav","m","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L_R.png""]","m",1,"curved","/i/","incongruent","voiced","blg126"
"777",51,"bouba-kiki","sound/LALA.wav","z","[""img/bouba_7_L.png""]","[""img/kiki_7_L.png""]","m",0,"angular","/a/","incongruent","voiced","blg126"
"778",52,"bouba-kiki","sound/lili.wav","z","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S.png""]","m",0,"angular","/i/","congruent","voiced","blg126"
"779",53,"bouba-kiki","sound/zizi.wav","z","[""img/kiki_7_S.png""]","[""img/bouba_7_S_R.png""]","z",1,"angular","/i/","congruent","voiced","blg126"
"780",54,"bouba-kiki","sound/FAFA.wav","z","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S_R.png""]","z",1,"curved","/a/","congruent","unvoiced","blg126"
"781",55,"bouba-kiki","sound/SASA.wav","z","[""img/bouba_7_S.png""]","[""img/kiki_7_S.png""]","z",1,"curved","/a/","congruent","unvoiced","blg126"
"782",56,"bouba-kiki","sound/zizi.wav","z","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S.png""]","z",1,"angular","/i/","congruent","voiced","blg126"
"783",57,"bouba-kiki","sound/FAFA.wav","z","[""img/bouba_7_L.png""]","[""img/kiki_7_L.png""]","z",1,"curved","/a/","congruent","unvoiced","blg126"
"784",58,"bouba-kiki","sound/ZAZA.wav","z","[""img/kiki_7_L.png""]","[""img/bouba_7_L_R.png""]","z",1,"angular","/a/","incongruent","voiced","blg126"
"785",59,"bouba-kiki","sound/mimi.wav","z","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L.png""]","z",1,"curved","/i/","incongruent","voiced","blg126"
"786",60,"bouba-kiki","sound/TATA.wav","z","[""img/kiki_7_S.png""]","[""img/bouba_7_S.png""]","z",1,"angular","/a/","incongruent","unvoiced","blg126"
"787",61,"bouba-kiki","sound/titi.wav","m","[""img/bouba_7_L.png""]","[""img/kiki_7_L.png""]","m",1,"angular","/i/","congruent","unvoiced","blg126"
"788",62,"bouba-kiki","sound/ZAZA.wav","z","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L.png""]","z",1,"angular","/a/","incongruent","voiced","blg126"
"789",63,"bouba-kiki","sound/didi.wav","m","[""img/bouba_7_L.png""]","[""img/kiki_7_L_R.png""]","z",0,"curved","/i/","incongruent","voiced","blg126"
"790",64,"bouba-kiki","sound/lili.wav","m","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L_R.png""]","z",0,"angular","/i/","congruent","voiced","blg126"
"791",1,"bouba-kiki","sound/DADA.wav","m","[""img/bouba_7_L.png""]","[""img/kiki_7_L.png""]","z",0,"curved","/a/","congruent","voiced","blg127"
"792",2,"bouba-kiki","sound/sisi.wav","m","[""img/kiki_7_L.png""]","[""img/bouba_7_L.png""]","m",1,"curved","/i/","incongruent","unvoiced","blg127"
"793",3,"bouba-kiki","sound/DADA.wav","m","[""img/bouba_7_S.png""]","[""img/kiki_7_S.png""]","z",0,"curved","/a/","congruent","voiced","blg127"
"794",4,"bouba-kiki","sound/sisi.wav","z","[""img/bouba_7_L.png""]","[""img/kiki_7_L_R.png""]","z",1,"curved","/i/","incongruent","unvoiced","blg127"
"795",5,"bouba-kiki","sound/LALA.wav","z","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L.png""]","z",1,"angular","/a/","incongruent","voiced","blg127"
"796",6,"bouba-kiki","sound/DADA.wav","m","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S.png""]","z",0,"curved","/a/","congruent","voiced","blg127"
"797",7,"bouba-kiki","sound/fifi.wav","m","[""img/bouba_7_S.png""]","[""img/kiki_7_S.png""]","z",0,"curved","/i/","incongruent","unvoiced","blg127"
"798",8,"bouba-kiki","sound/FAFA.wav","m","[""img/kiki_7_S.png""]","[""img/bouba_7_S_R.png""]","m",1,"curved","/a/","congruent","unvoiced","blg127"
"799",9,"bouba-kiki","sound/kiki.wav","m","[""img/bouba_7_L.png""]","[""img/kiki_7_L.png""]","m",1,"angular","/i/","congruent","unvoiced","blg127"
"800",10,"bouba-kiki","sound/MAMA.wav","z","[""img/bouba_7_S.png""]","[""img/kiki_7_S_R.png""]","z",1,"curved","/a/","congruent","voiced","blg127"
"801",11,"bouba-kiki","sound/lili.wav","m","[""img/kiki_7_L.png""]","[""img/bouba_7_L.png""]","z",0,"angular","/i/","congruent","voiced","blg127"
"802",12,"bouba-kiki","sound/KAKA.wav","m","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S.png""]","m",1,"angular","/a/","incongruent","unvoiced","blg127"
"803",13,"bouba-kiki","sound/titi.wav","z","[""img/kiki_7_S.png""]","[""img/bouba_7_S.png""]","z",1,"angular","/i/","congruent","unvoiced","blg127"
"804",14,"bouba-kiki","sound/didi.wav","z","[""img/kiki_7_S.png""]","[""img/bouba_7_S_R.png""]","m",0,"curved","/i/","incongruent","voiced","blg127"
"805",15,"bouba-kiki","sound/MAMA.wav","z","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S_R.png""]","z",1,"curved","/a/","congruent","voiced","blg127"
"806",16,"bouba-kiki","sound/fifi.wav","z","[""img/kiki_7_S.png""]","[""img/bouba_7_S.png""]","m",0,"curved","/i/","incongruent","unvoiced","blg127"
"807",17,"bouba-kiki","sound/DADA.wav","m","[""img/bouba_7_L.png""]","[""img/kiki_7_L.png""]","z",0,"curved","/a/","congruent","voiced","blg127"
"808",18,"bouba-kiki","sound/titi.wav","z","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S_R.png""]","z",1,"angular","/i/","congruent","unvoiced","blg127"
"809",19,"bouba-kiki","sound/KAKA.wav","z","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L.png""]","z",1,"angular","/a/","incongruent","unvoiced","blg127"
"810",20,"bouba-kiki","sound/didi.wav","z","[""img/bouba_7_L.png""]","[""img/kiki_7_L_R.png""]","z",1,"curved","/i/","incongruent","voiced","blg127"
"811",21,"bouba-kiki","sound/SASA.wav","m","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L.png""]","m",1,"curved","/a/","congruent","unvoiced","blg127"
"812",22,"bouba-kiki","sound/MAMA.wav","m","[""img/kiki_7_L.png""]","[""img/bouba_7_L_R.png""]","m",1,"curved","/a/","congruent","voiced","blg127"
"813",23,"bouba-kiki","sound/didi.wav","m","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L_R.png""]","z",0,"curved","/i/","incongruent","voiced","blg127"
"814",24,"bouba-kiki","sound/zizi.wav","z","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L.png""]","z",1,"angular","/i/","congruent","voiced","blg127"
"815",25,"bouba-kiki","sound/ZAZA.wav","z","[""img/bouba_7_L.png""]","[""img/kiki_7_L.png""]","m",0,"angular","/a/","incongruent","voiced","blg127"
"816",26,"bouba-kiki","sound/MAMA.wav","z","[""img/bouba_7_S.png""]","[""img/kiki_7_S_R.png""]","z",1,"curved","/a/","congruent","voiced","blg127"
"817",27,"bouba-kiki","sound/titi.wav","z","[""img/kiki_7_S.png""]","[""img/bouba_7_S_R.png""]","z",1,"angular","/i/","congruent","unvoiced","blg127"
"818",28,"bouba-kiki","sound/lili.wav","z","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S_R.png""]","m",0,"angular","/i/","congruent","voiced","blg127"
"819",29,"bouba-kiki","sound/LALA.wav","m","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S.png""]","z",0,"angular","/a/","incongruent","voiced","blg127"
"820",30,"bouba-kiki","sound/mimi.wav","z","[""img/kiki_7_S.png""]","[""img/bouba_7_S.png""]","m",0,"curved","/i/","incongruent","voiced","blg127"
"821",31,"bouba-kiki","sound/ZAZA.wav","m","[""img/bouba_7_L.png""]","[""img/kiki_7_L_R.png""]","m",1,"angular","/a/","incongruent","voiced","blg127"
"822",32,"bouba-kiki","sound/LALA.wav","m","[""img/kiki_7_L.png""]","[""img/bouba_7_L.png""]","z",0,"angular","/a/","incongruent","voiced","blg127"
"823",33,"bouba-kiki","sound/lili.wav","m","[""img/kiki_7_L.png""]","[""img/bouba_7_L.png""]","z",0,"angular","/i/","congruent","voiced","blg127"
"824",34,"bouba-kiki","sound/sisi.wav","z","[""img/bouba_7_L.png""]","[""img/kiki_7_L.png""]","z",1,"curved","/i/","incongruent","unvoiced","blg127"
"825",35,"bouba-kiki","sound/TATA.wav","m","[""img/bouba_7_S.png""]","[""img/kiki_7_S_R.png""]","m",1,"angular","/a/","incongruent","unvoiced","blg127"
"826",36,"bouba-kiki","sound/fifi.wav","z","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S.png""]","m",0,"curved","/i/","incongruent","unvoiced","blg127"
"827",37,"bouba-kiki","sound/TATA.wav","z","[""img/kiki_7_L.png""]","[""img/bouba_7_L.png""]","z",1,"angular","/a/","incongruent","unvoiced","blg127"
"828",38,"bouba-kiki","sound/ZAZA.wav","m","[""img/bouba_7_L.png""]","[""img/kiki_7_L_R.png""]","m",1,"angular","/a/","incongruent","voiced","blg127"
"829",39,"bouba-kiki","sound/kiki.wav","m","[""img/bouba_7_S.png""]","[""img/kiki_7_S.png""]","m",1,"angular","/i/","congruent","unvoiced","blg127"
"830",40,"bouba-kiki","sound/zizi.wav","z","[""img/kiki_7_L.png""]","[""img/bouba_7_L.png""]","z",1,"angular","/i/","congruent","voiced","blg127"
"831",41,"bouba-kiki","sound/TATA.wav","m","[""img/bouba_7_S.png""]","[""img/kiki_7_S.png""]","m",1,"angular","/a/","incongruent","unvoiced","blg127"
"832",42,"bouba-kiki","sound/mimi.wav","m","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L.png""]","m",1,"curved","/i/","incongruent","voiced","blg127"
"833",43,"bouba-kiki","sound/TATA.wav","z","[""img/kiki_7_L.png""]","[""img/bouba_7_L.png""]","z",1,"angular","/a/","incongruent","unvoiced","blg127"
"834",44,"bouba-kiki","sound/fifi.wav","m","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S_R.png""]","z",0,"curved","/i/","incongruent","unvoiced","blg127"
"835",45,"bouba-kiki","sound/KAKA.wav","m","[""img/bouba_7_L.png""]","[""img/kiki_7_L.png""]","m",1,"angular","/a/","incongruent","unvoiced","blg127"
"836",46,"bouba-kiki","sound/kiki.wav","z","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L_R.png""]","z",1,"angular","/i/","congruent","unvoiced","blg127"
"837",47,"bouba-kiki","sound/titi.wav","m","[""img/bouba_7_S.png""]","[""img/kiki_7_S_R.png""]","m",1,"angular","/i/","congruent","unvoiced","blg127"
"838",48,"bouba-kiki","sound/SASA.wav","m","[""img/kiki_7_S.png""]","[""img/bouba_7_S_R.png""]","m",1,"curved","/a/","congruent","unvoiced","blg127"
"839",49,"bouba-kiki","sound/lili.wav","m","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S_R.png""]","m",1,"angular","/i/","congruent","voiced","blg127"
"840",50,"bouba-kiki","sound/FAFA.wav","z","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L.png""]","z",1,"curved","/a/","congruent","unvoiced","blg127"
"841",51,"bouba-kiki","sound/FAFA.wav","m","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S_R.png""]","m",1,"curved","/a/","congruent","unvoiced","blg127"
"842",52,"bouba-kiki","sound/zizi.wav","z","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S_R.png""]","z",1,"angular","/i/","congruent","voiced","blg127"
"843",53,"bouba-kiki","sound/mimi.wav","z","[""img/bouba_7_L.png""]","[""img/kiki_7_L_R.png""]","z",1,"curved","/i/","incongruent","voiced","blg127"
"844",54,"bouba-kiki","sound/FAFA.wav","m","[""img/kiki_7_S.png""]","[""img/bouba_7_S.png""]","m",1,"curved","/a/","congruent","unvoiced","blg127"
"845",55,"bouba-kiki","sound/mimi.wav","m","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S_R.png""]","m",1,"curved","/i/","incongruent","voiced","blg127"
"846",56,"bouba-kiki","sound/SASA.wav","m","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S.png""]","z",0,"curved","/a/","congruent","unvoiced","blg127"
"847",57,"bouba-kiki","sound/zizi.wav","z","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L.png""]","z",1,"angular","/i/","congruent","voiced","blg127"
"848",58,"bouba-kiki","sound/LALA.wav","z","[""img/bouba_7_L.png""]","[""img/kiki_7_L_R.png""]","m",0,"angular","/a/","incongruent","voiced","blg127"
"849",59,"bouba-kiki","sound/sisi.wav","m","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S.png""]","m",1,"curved","/i/","incongruent","unvoiced","blg127"
"850",60,"bouba-kiki","sound/KAKA.wav","m","[""img/bouba_7_L.png""]","[""img/kiki_7_L_R.png""]","m",1,"angular","/a/","incongruent","unvoiced","blg127"
"851",61,"bouba-kiki","sound/kiki.wav","z","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S.png""]","z",1,"angular","/i/","congruent","unvoiced","blg127"
"852",62,"bouba-kiki","sound/ZAZA.wav","m","[""img/bouba_7_L.png""]","[""img/kiki_7_L.png""]","m",1,"angular","/a/","incongruent","voiced","blg127"
"853",63,"bouba-kiki","sound/didi.wav","m","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S.png""]","z",0,"curved","/i/","incongruent","voiced","blg127"
"854",64,"bouba-kiki","sound/SASA.wav","m","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L.png""]","m",1,"curved","/a/","congruent","unvoiced","blg127"
"855",1,"bouba-kiki","sound/titi.wav","m","[""img/bouba_7_S.png""]","[""img/kiki_7_S_R.png""]","m",1,"angular","/i/","congruent","unvoiced","blg129"
"856",2,"bouba-kiki","sound/TATA.wav","z","[""img/kiki_7_L.png""]","[""img/bouba_7_L.png""]","z",1,"angular","/a/","incongruent","unvoiced","blg129"
"857",3,"bouba-kiki","sound/FAFA.wav","z","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L_R.png""]","z",1,"curved","/a/","congruent","unvoiced","blg129"
"858",4,"bouba-kiki","sound/lili.wav","z","[""img/bouba_7_S.png""]","[""img/kiki_7_S.png""]","m",0,"angular","/i/","congruent","voiced","blg129"
"859",5,"bouba-kiki","sound/LALA.wav","m","[""img/kiki_7_S.png""]","[""img/bouba_7_S.png""]","z",0,"angular","/a/","incongruent","voiced","blg129"
"860",6,"bouba-kiki","sound/lili.wav","z","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L.png""]","m",0,"angular","/i/","congruent","voiced","blg129"
"861",7,"bouba-kiki","sound/sisi.wav","z","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L_R.png""]","m",0,"curved","/i/","incongruent","unvoiced","blg129"
"862",8,"bouba-kiki","sound/KAKA.wav","m","[""img/bouba_7_S.png""]","[""img/kiki_7_S_R.png""]","m",1,"angular","/a/","incongruent","unvoiced","blg129"
"863",9,"bouba-kiki","sound/SASA.wav","z","[""img/kiki_7_S.png""]","[""img/bouba_7_S_R.png""]","m",0,"curved","/a/","congruent","unvoiced","blg129"
"864",10,"bouba-kiki","sound/mimi.wav","z","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L.png""]","z",1,"curved","/i/","incongruent","voiced","blg129"
"865",11,"bouba-kiki","sound/mimi.wav","z","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S_R.png""]","z",1,"curved","/i/","incongruent","voiced","blg129"
"866",12,"bouba-kiki","sound/ZAZA.wav","z","[""img/kiki_7_L.png""]","[""img/bouba_7_L_R.png""]","z",1,"angular","/a/","incongruent","voiced","blg129"
"867",13,"bouba-kiki","sound/mimi.wav","m","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L.png""]","m",1,"curved","/i/","incongruent","voiced","blg129"
"868",14,"bouba-kiki","sound/titi.wav","m","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L.png""]","m",1,"angular","/i/","congruent","unvoiced","blg129"
"869",15,"bouba-kiki","sound/SASA.wav","z","[""img/bouba_7_L.png""]","[""img/kiki_7_L.png""]","z",1,"curved","/a/","congruent","unvoiced","blg129"
"870",16,"bouba-kiki","sound/MAMA.wav","m","[""img/kiki_7_L.png""]","[""img/bouba_7_L.png""]","m",1,"curved","/a/","congruent","voiced","blg129"
"871",17,"bouba-kiki","sound/fifi.wav","z","[""img/bouba_7_L.png""]","[""img/kiki_7_L_R.png""]","z",1,"curved","/i/","incongruent","unvoiced","blg129"
"872",18,"bouba-kiki","sound/titi.wav","z","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L.png""]","z",1,"angular","/i/","congruent","unvoiced","blg129"
"873",19,"bouba-kiki","sound/MAMA.wav","m","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L_R.png""]","m",1,"curved","/a/","congruent","voiced","blg129"
"874",20,"bouba-kiki","sound/FAFA.wav","z","[""img/bouba_7_L.png""]","[""img/kiki_7_L.png""]","z",1,"curved","/a/","congruent","unvoiced","blg129"
"875",21,"bouba-kiki","sound/zizi.wav","z","[""img/kiki_7_L.png""]","[""img/bouba_7_L.png""]","z",1,"angular","/i/","congruent","voiced","blg129"
"876",22,"bouba-kiki","sound/KAKA.wav","z","[""img/bouba_7_L.png""]","[""img/kiki_7_L_R.png""]","m",0,"angular","/a/","incongruent","unvoiced","blg129"
"877",23,"bouba-kiki","sound/ZAZA.wav","z","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S_R.png""]","z",1,"angular","/a/","incongruent","voiced","blg129"
"878",24,"bouba-kiki","sound/fifi.wav","z","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L_R.png""]","z",1,"curved","/i/","incongruent","unvoiced","blg129"
"879",25,"bouba-kiki","sound/fifi.wav","m","[""img/kiki_7_S.png""]","[""img/bouba_7_S_R.png""]","m",1,"curved","/i/","incongruent","unvoiced","blg129"
"880",26,"bouba-kiki","sound/DADA.wav","m","[""img/kiki_7_L.png""]","[""img/bouba_7_L.png""]","m",1,"curved","/a/","congruent","voiced","blg129"
"881",27,"bouba-kiki","sound/fifi.wav","z","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S_R.png""]","z",1,"curved","/i/","incongruent","unvoiced","blg129"
"882",28,"bouba-kiki","sound/ZAZA.wav","z","[""img/kiki_7_L.png""]","[""img/bouba_7_L.png""]","z",1,"angular","/a/","incongruent","voiced","blg129"
"883",29,"bouba-kiki","sound/zizi.wav","m","[""img/bouba_7_L.png""]","[""img/kiki_7_L_R.png""]","m",1,"angular","/i/","congruent","voiced","blg129"
"884",30,"bouba-kiki","sound/TATA.wav","m","[""img/bouba_7_L.png""]","[""img/kiki_7_L.png""]","m",1,"angular","/a/","incongruent","unvoiced","blg129"
"885",31,"bouba-kiki","sound/sisi.wav","z","[""img/kiki_7_S.png""]","[""img/bouba_7_S.png""]","m",0,"curved","/i/","incongruent","unvoiced","blg129"
"886",32,"bouba-kiki","sound/mimi.wav","z","[""img/bouba_7_S.png""]","[""img/kiki_7_S_R.png""]","z",1,"curved","/i/","incongruent","voiced","blg129"
"887",33,"bouba-kiki","sound/DADA.wav","m","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S.png""]","m",1,"curved","/a/","congruent","voiced","blg129"
"888",34,"bouba-kiki","sound/TATA.wav","z","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S.png""]","m",0,"angular","/a/","incongruent","unvoiced","blg129"
"889",35,"bouba-kiki","sound/didi.wav","m","[""img/kiki_7_S.png""]","[""img/bouba_7_S_R.png""]","m",1,"curved","/i/","incongruent","voiced","blg129"
"890",36,"bouba-kiki","sound/kiki.wav","m","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L.png""]","z",0,"angular","/i/","congruent","unvoiced","blg129"
"891",37,"bouba-kiki","sound/ZAZA.wav","m","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S.png""]","m",1,"angular","/a/","incongruent","voiced","blg129"
"892",38,"bouba-kiki","sound/kiki.wav","m","[""img/kiki_7_L.png""]","[""img/bouba_7_L_R.png""]","z",0,"angular","/i/","congruent","unvoiced","blg129"
"893",39,"bouba-kiki","sound/MAMA.wav","z","[""img/bouba_7_S.png""]","[""img/kiki_7_S_R.png""]","z",1,"curved","/a/","congruent","voiced","blg129"
"894",40,"bouba-kiki","sound/sisi.wav","z","[""img/bouba_7_L.png""]","[""img/kiki_7_L.png""]","z",1,"curved","/i/","incongruent","unvoiced","blg129"
"895",41,"bouba-kiki","sound/LALA.wav","m","[""img/kiki_7_S.png""]","[""img/bouba_7_S_R.png""]","z",0,"angular","/a/","incongruent","voiced","blg129"
"896",42,"bouba-kiki","sound/zizi.wav","z","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S.png""]","z",1,"angular","/i/","congruent","voiced","blg129"
"897",43,"bouba-kiki","sound/LALA.wav","z","[""img/bouba_7_S.png""]","[""img/kiki_7_S.png""]","m",0,"angular","/a/","incongruent","voiced","blg129"
"898",44,"bouba-kiki","sound/didi.wav","m","[""img/kiki_7_L.png""]","[""img/bouba_7_L_R.png""]","m",1,"curved","/i/","incongruent","voiced","blg129"
"899",45,"bouba-kiki","sound/MAMA.wav","z","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S_R.png""]","z",1,"curved","/a/","congruent","voiced","blg129"
"900",46,"bouba-kiki","sound/didi.wav","m","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S.png""]","m",1,"curved","/i/","incongruent","voiced","blg129"
"901",47,"bouba-kiki","sound/DADA.wav","z","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S_R.png""]","z",1,"curved","/a/","congruent","voiced","blg129"
"902",48,"bouba-kiki","sound/FAFA.wav","z","[""img/bouba_7_S.png""]","[""img/kiki_7_S.png""]","z",1,"curved","/a/","congruent","unvoiced","blg129"
"903",49,"bouba-kiki","sound/didi.wav","m","[""img/kiki_7_S.png""]","[""img/bouba_7_S.png""]","m",1,"curved","/i/","incongruent","voiced","blg129"
"904",50,"bouba-kiki","sound/TATA.wav","z","[""img/bouba_7_L.png""]","[""img/kiki_7_L.png""]","m",0,"angular","/a/","incongruent","unvoiced","blg129"
"905",51,"bouba-kiki","sound/lili.wav","m","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S_R.png""]","z",0,"angular","/i/","congruent","voiced","blg129"
"906",52,"bouba-kiki","sound/kiki.wav","z","[""img/bouba_7_L.png""]","[""img/kiki_7_L_R.png""]","m",0,"angular","/i/","congruent","unvoiced","blg129"
"907",53,"bouba-kiki","sound/DADA.wav","m","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L.png""]","m",1,"curved","/a/","congruent","voiced","blg129"
"908",54,"bouba-kiki","sound/SASA.wav","z","[""img/kiki_7_S.png""]","[""img/bouba_7_S.png""]","m",0,"curved","/a/","congruent","unvoiced","blg129"
"909",55,"bouba-kiki","sound/sisi.wav","m","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S.png""]","z",0,"curved","/i/","incongruent","unvoiced","blg129"
"910",56,"bouba-kiki","sound/kiki.wav","m","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L.png""]","z",0,"angular","/i/","congruent","unvoiced","blg129"
"911",57,"bouba-kiki","sound/KAKA.wav","z","[""img/bouba_7_S.png""]","[""img/kiki_7_S.png""]","m",0,"angular","/a/","incongruent","unvoiced","blg129"
"912",58,"bouba-kiki","sound/FAFA.wav","z","[""img/bouba_7_L.png""]","[""img/kiki_7_L_R.png""]","z",1,"curved","/a/","congruent","unvoiced","blg129"
"913",59,"bouba-kiki","sound/zizi.wav","z","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L_R.png""]","z",1,"angular","/i/","congruent","voiced","blg129"
"914",60,"bouba-kiki","sound/KAKA.wav","m","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S.png""]","z",0,"angular","/a/","incongruent","unvoiced","blg129"
"915",61,"bouba-kiki","sound/lili.wav","z","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S.png""]","m",0,"angular","/i/","congruent","voiced","blg129"
"916",62,"bouba-kiki","sound/titi.wav","z","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S_R.png""]","z",1,"angular","/i/","congruent","unvoiced","blg129"
"917",63,"bouba-kiki","sound/SASA.wav","z","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L_R.png""]","z",1,"curved","/a/","congruent","unvoiced","blg129"
"918",64,"bouba-kiki","sound/LALA.wav","m","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S_R.png""]","z",0,"angular","/a/","incongruent","voiced","blg129"
"919",1,"bouba-kiki","sound/fifi.wav","z","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S_R.png""]","m",0,"curved","/i/","incongruent","unvoiced","blg131"
"920",2,"bouba-kiki","sound/LALA.wav","z","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S.png""]","m",0,"angular","/a/","incongruent","voiced","blg131"
"921",3,"bouba-kiki","sound/didi.wav","m","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L_R.png""]","m",1,"curved","/i/","incongruent","voiced","blg131"
"922",4,"bouba-kiki","sound/fifi.wav","z","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L_R.png""]","m",0,"curved","/i/","incongruent","unvoiced","blg131"
"923",5,"bouba-kiki","sound/DADA.wav","z","[""img/bouba_7_S.png""]","[""img/kiki_7_S.png""]","z",1,"curved","/a/","congruent","voiced","blg131"
"924",6,"bouba-kiki","sound/DADA.wav","m","[""img/kiki_7_S.png""]","[""img/bouba_7_S.png""]","m",1,"curved","/a/","congruent","voiced","blg131"
"925",7,"bouba-kiki","sound/titi.wav","m","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L_R.png""]","m",1,"angular","/i/","congruent","unvoiced","blg131"
"926",8,"bouba-kiki","sound/sisi.wav","m","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L_R.png""]","m",1,"curved","/i/","incongruent","unvoiced","blg131"
"927",9,"bouba-kiki","sound/MAMA.wav","z","[""img/bouba_7_S.png""]","[""img/kiki_7_S_R.png""]","z",1,"curved","/a/","congruent","voiced","blg131"
"928",10,"bouba-kiki","sound/FAFA.wav","m","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L.png""]","m",1,"curved","/a/","congruent","unvoiced","blg131"
"929",11,"bouba-kiki","sound/mimi.wav","z","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L.png""]","z",1,"curved","/i/","incongruent","voiced","blg131"
