"","X","trial_num","image_ID_targets","image_ID_pairs","response_pairs","ID","target_global","target_local","target_number","target_spacing","target_confound","pair_left_global","pair_left_local","pair_left_number","pair_right_global","pair_right_local","pair_right_number","Age","Range","choice","choice_number"
"1409",10,10,"11_R.png","3_R.png","z","blg127","triangle","triangle",6,"unspaced",0,"triangle","square",3,"square","triangle",4,"Adult","Adult","global",1
"1410",11,11,"2_R.png","2_R.png","m","blg127","square","triangle",4,"unspaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1411",12,12,"3_R.png","1_R.png","z","blg127","triangle","triangle",3,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1412",13,13,"12_R.png","4_R.png","z","blg127","triangle","square",6,"unspaced",0,"square","square",4,"triangle","triangle",3,"Adult","Adult","local",0
"1413",14,14,"4_R.png","2_R.png","z","blg127","triangle","square",3,"unspaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1414",15,15,"11.png","3.png","z","blg127","triangle","triangle",6,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","local",0
"1415",16,16,"4.png","2.png","m","blg127","triangle","square",3,"unspaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","local",0
"1416",17,17,"8_R.png","2_R.png","z","blg127","triangle","square",3,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1417",18,18,"7_R.png","1_R.png","z","blg127","triangle","triangle",3,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1418",19,19,"1.png","1.png","z","blg127","square","square",4,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1419",20,20,"3.png","1.png","m","blg127","triangle","triangle",3,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1420",21,21,"1_R.png","1_R.png","m","blg127","square","square",4,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1421",22,22,"9_R.png","3_R.png","z","blg127","square","square",9,"unspaced",0,"triangle","square",3,"square","triangle",4,"Adult","Adult","local",0
"1422",23,23,"6_R.png","2_R.png","m","blg127","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1423",24,24,"2.png","2.png","z","blg127","square","triangle",4,"unspaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","local",0
"1424",1,1,"5.png","1.png","z","blg128","square","square",4,"spaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1425",2,2,"4.png","2.png","m","blg128","triangle","square",3,"unspaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","local",0
"1426",3,3,"6.png","2.png","z","blg128","square","triangle",4,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","local",0
"1427",4,4,"11_R.png","3_R.png","m","blg128","triangle","triangle",6,"unspaced",0,"triangle","square",3,"square","triangle",4,"Adult","Adult","local",0
"1428",5,5,"8_R.png","2_R.png","z","blg128","triangle","square",3,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1429",6,6,"9_R.png","3_R.png","z","blg128","square","square",9,"unspaced",0,"triangle","square",3,"square","triangle",4,"Adult","Adult","local",0
"1430",7,7,"5_R.png","1_R.png","m","blg128","square","square",4,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1431",8,8,"3_R.png","1_R.png","z","blg128","triangle","triangle",3,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1432",9,9,"7.png","1.png","m","blg128","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1433",10,10,"9.png","3.png","m","blg128","square","square",9,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","local",0
"1434",11,11,"11.png","3.png","z","blg128","triangle","triangle",6,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","local",0
"1435",12,12,"6_R.png","2_R.png","m","blg128","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1436",13,13,"12.png","4.png","m","blg128","triangle","square",6,"unspaced",0,"triangle","triangle",3,"square","square",4,"Adult","Adult","local",0
"1437",14,14,"3.png","1.png","m","blg128","triangle","triangle",3,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1438",15,15,"1.png","1.png","z","blg128","square","square",4,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1439",16,16,"2_R.png","2_R.png","m","blg128","square","triangle",4,"unspaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1440",17,17,"1_R.png","1_R.png","m","blg128","square","square",4,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1441",18,18,"10.png","4.png","z","blg128","square","triangle",9,"unspaced",0,"triangle","triangle",3,"square","square",4,"Adult","Adult","local",0
"1442",19,19,"2.png","2.png","z","blg128","square","triangle",4,"unspaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","local",0
"1443",20,20,"7_R.png","1_R.png","z","blg128","triangle","triangle",3,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1444",21,21,"4_R.png","2_R.png","z","blg128","triangle","square",3,"unspaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1445",22,22,"12_R.png","4_R.png","z","blg128","triangle","square",6,"unspaced",0,"square","square",4,"triangle","triangle",3,"Adult","Adult","local",0
"1446",23,23,"10_R.png","4_R.png","m","blg128","square","triangle",9,"unspaced",0,"square","square",4,"triangle","triangle",3,"Adult","Adult","local",0
"1447",24,24,"8.png","2.png","m","blg128","triangle","square",3,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","local",0
"1448",1,1,"12.png","4.png","m","blg129","triangle","square",6,"unspaced",0,"triangle","triangle",3,"square","square",4,"Adult","Adult","local",0
"1449",2,2,"11.png","3.png","z","blg129","triangle","triangle",6,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","local",0
"1450",3,3,"9.png","3.png","m","blg129","square","square",9,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","local",0
"1451",4,4,"10_R.png","4_R.png","m","blg129","square","triangle",9,"unspaced",0,"square","square",4,"triangle","triangle",3,"Adult","Adult","local",0
"1452",5,5,"6.png","2.png","z","blg129","square","triangle",4,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","local",0
"1453",6,6,"2.png","2.png","m","blg129","square","triangle",4,"unspaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
"1454",7,7,"7_R.png","1_R.png","z","blg129","triangle","triangle",3,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1455",8,8,"3_R.png","1_R.png","z","blg129","triangle","triangle",3,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1456",9,9,"4.png","2.png","m","blg129","triangle","square",3,"unspaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","local",0
"1457",10,10,"5_R.png","1_R.png","z","blg129","square","square",4,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","global",1
"1458",11,11,"2_R.png","2_R.png","z","blg129","square","triangle",4,"unspaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","global",1
"1459",12,12,"8_R.png","2_R.png","m","blg129","triangle","square",3,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","global",1
"1460",13,13,"1_R.png","1_R.png","z","blg129","square","square",4,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","global",1
"1461",14,14,"9_R.png","3_R.png","m","blg129","square","square",9,"unspaced",0,"triangle","square",3,"square","triangle",4,"Adult","Adult","global",1
"1462",15,15,"8.png","2.png","z","blg129","triangle","square",3,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
"1463",16,16,"5.png","1.png","m","blg129","square","square",4,"spaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","global",1
"1464",17,17,"4_R.png","2_R.png","m","blg129","triangle","square",3,"unspaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","global",1
"1465",18,18,"7.png","1.png","z","blg129","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","global",1
"1466",19,19,"1.png","1.png","m","blg129","square","square",4,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","global",1
"1467",20,20,"11_R.png","3_R.png","z","blg129","triangle","triangle",6,"unspaced",0,"triangle","square",3,"square","triangle",4,"Adult","Adult","global",1
"1468",21,21,"10.png","4.png","m","blg129","square","triangle",9,"unspaced",0,"triangle","triangle",3,"square","square",4,"Adult","Adult","global",1
"1469",22,22,"6_R.png","2_R.png","z","blg129","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","global",1
"1470",23,23,"12_R.png","4_R.png","m","blg129","triangle","square",6,"unspaced",0,"square","square",4,"triangle","triangle",3,"Adult","Adult","global",1
"1471",24,24,"3.png","1.png","z","blg129","triangle","triangle",3,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","global",1
"1472",1,1,"3.png","1.png","z","blg130","triangle","triangle",3,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","global",1
"1473",2,2,"12.png","4.png","z","blg130","triangle","square",6,"unspaced",0,"triangle","triangle",3,"square","square",4,"Adult","Adult","global",1
"1474",3,3,"8_R.png","2_R.png","m","blg130","triangle","square",3,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","global",1
"1475",4,4,"9_R.png","3_R.png","z","blg130","square","square",9,"unspaced",0,"triangle","square",3,"square","triangle",4,"Adult","Adult","local",0
"1476",5,5,"4_R.png","2_R.png","z","blg130","triangle","square",3,"unspaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1477",6,6,"8.png","2.png","z","blg130","triangle","square",3,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
"1478",7,7,"1_R.png","1_R.png","z","blg130","square","square",4,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","global",1
"1479",8,8,"6.png","2.png","z","blg130","square","triangle",4,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","local",0
"1480",9,9,"1.png","1.png","z","blg130","square","square",4,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1481",10,10,"11_R.png","3_R.png","m","blg130","triangle","triangle",6,"unspaced",0,"triangle","square",3,"square","triangle",4,"Adult","Adult","local",0
"1482",11,11,"5.png","1.png","z","blg130","square","square",4,"spaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1483",12,12,"10.png","4.png","m","blg130","square","triangle",9,"unspaced",0,"triangle","triangle",3,"square","square",4,"Adult","Adult","global",1
"1484",13,13,"11.png","3.png","m","blg130","triangle","triangle",6,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","global",1
"1485",14,14,"7_R.png","1_R.png","m","blg130","triangle","triangle",3,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","global",1
"1486",15,15,"5_R.png","1_R.png","z","blg130","square","square",4,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","global",1
"1487",16,16,"9.png","3.png","m","blg130","square","square",9,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","local",0
"1488",17,17,"3_R.png","1_R.png","m","blg130","triangle","triangle",3,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","global",1
"1489",18,18,"10_R.png","4_R.png","z","blg130","square","triangle",9,"unspaced",0,"square","square",4,"triangle","triangle",3,"Adult","Adult","global",1
"1490",19,19,"2.png","2.png","z","blg130","square","triangle",4,"unspaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","local",0
"1491",20,20,"12_R.png","4_R.png","m","blg130","triangle","square",6,"unspaced",0,"square","square",4,"triangle","triangle",3,"Adult","Adult","global",1
"1492",21,21,"6_R.png","2_R.png","m","blg130","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1493",22,22,"2_R.png","2_R.png","m","blg130","square","triangle",4,"unspaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1494",23,23,"7.png","1.png","z","blg130","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","global",1
"1495",24,24,"4.png","2.png","z","blg130","triangle","square",3,"unspaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
"1496",1,1,"9_R.png","3_R.png","z","blg131","square","square",9,"unspaced",0,"triangle","square",3,"square","triangle",4,"Adult","Adult","local",0
"1497",2,2,"8.png","2.png","m","blg131","triangle","square",3,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","local",0
"1498",3,3,"2.png","2.png","z","blg131","square","triangle",4,"unspaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","local",0
"1499",4,4,"9.png","3.png","m","blg131","square","square",9,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","local",0
"1500",5,5,"5.png","1.png","z","blg131","square","square",4,"spaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1501",6,6,"5_R.png","1_R.png","m","blg131","square","square",4,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1502",7,7,"3_R.png","1_R.png","z","blg131","triangle","triangle",3,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1503",8,8,"4_R.png","2_R.png","z","blg131","triangle","square",3,"unspaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1504",9,9,"6_R.png","2_R.png","m","blg131","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1505",10,10,"10_R.png","4_R.png","m","blg131","square","triangle",9,"unspaced",0,"square","square",4,"triangle","triangle",3,"Adult","Adult","local",0
"1506",11,11,"1.png","1.png","z","blg131","square","square",4,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1507",12,12,"4.png","2.png","m","blg131","triangle","square",3,"unspaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","local",0
"1508",13,13,"2_R.png","2_R.png","m","blg131","square","triangle",4,"unspaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1509",14,14,"11.png","3.png","z","blg131","triangle","triangle",6,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","local",0
"1510",15,15,"3.png","1.png","m","blg131","triangle","triangle",3,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1511",16,16,"10.png","4.png","z","blg131","square","triangle",9,"unspaced",0,"triangle","triangle",3,"square","square",4,"Adult","Adult","local",0
"1512",17,17,"12_R.png","4_R.png","z","blg131","triangle","square",6,"unspaced",0,"square","square",4,"triangle","triangle",3,"Adult","Adult","local",0
"1513",18,18,"6.png","2.png","z","blg131","square","triangle",4,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","local",0
"1514",19,19,"8_R.png","2_R.png","z","blg131","triangle","square",3,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1515",20,20,"11_R.png","3_R.png","m","blg131","triangle","triangle",6,"unspaced",0,"triangle","square",3,"square","triangle",4,"Adult","Adult","local",0
"1516",21,21,"1_R.png","1_R.png","m","blg131","square","square",4,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1517",22,22,"12.png","4.png","m","blg131","triangle","square",6,"unspaced",0,"triangle","triangle",3,"square","square",4,"Adult","Adult","local",0
"1518",23,23,"7_R.png","1_R.png","z","blg131","triangle","triangle",3,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1519",24,24,"7.png","1.png","m","blg131","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
