"","X","trial_num","image_ID_targets","image_ID_pairs","response_pairs","ID","target_global","target_local","target_number","target_spacing","target_confound","pair_left_global","pair_left_local","pair_left_number","pair_right_global","pair_right_local","pair_right_number","Age","Range","choice","choice_number"
"1213",3,3,"1_R.png","1_R.png","m","blg063","square","square",4,"unspaced",0,"square","triangle",9,"triangle","square",6,"10","9 to 11","local",0
"1214",4,4,"12_R.png","4_R.png","z","blg063","triangle","square",6,"unspaced",0,"square","square",4,"triangle","triangle",3,"10","9 to 11","local",0
"1215",5,5,"7_R.png","1_R.png","z","blg063","triangle","triangle",3,"spaced",0,"square","triangle",9,"triangle","square",6,"10","9 to 11","local",0
"1216",6,6,"3.png","1.png","m","blg063","triangle","triangle",3,"unspaced",0,"triangle","square",6,"square","triangle",9,"10","9 to 11","local",0
"1217",7,7,"2_R.png","2_R.png","m","blg063","square","triangle",4,"unspaced",0,"square","square",9,"triangle","triangle",6,"10","9 to 11","local",0
"1218",8,8,"11_R.png","3_R.png","m","blg063","triangle","triangle",6,"unspaced",0,"triangle","square",3,"square","triangle",4,"10","9 to 11","local",0
"1219",9,9,"8_R.png","2_R.png","z","blg063","triangle","square",3,"spaced",0,"square","square",9,"triangle","triangle",6,"10","9 to 11","local",0
"1220",10,10,"6.png","2.png","z","blg063","square","triangle",4,"spaced",0,"triangle","triangle",6,"square","square",9,"10","9 to 11","local",0
"1221",11,11,"4_R.png","2_R.png","z","blg063","triangle","square",3,"unspaced",0,"square","square",9,"triangle","triangle",6,"10","9 to 11","local",0
"1222",12,12,"12.png","4.png","m","blg063","triangle","square",6,"unspaced",0,"triangle","triangle",3,"square","square",4,"10","9 to 11","local",0
"1223",13,13,"7.png","1.png","m","blg063","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"10","9 to 11","local",0
"1224",14,14,"9.png","3.png","m","blg063","square","square",9,"unspaced",0,"square","triangle",4,"triangle","square",3,"10","9 to 11","local",0
"1225",15,15,"11.png","3.png","z","blg063","triangle","triangle",6,"unspaced",0,"square","triangle",4,"triangle","square",3,"10","9 to 11","local",0
"1226",16,16,"2.png","2.png","z","blg063","square","triangle",4,"unspaced",0,"triangle","triangle",6,"square","square",9,"10","9 to 11","local",0
"1227",17,17,"4.png","2.png","m","blg063","triangle","square",3,"unspaced",0,"triangle","triangle",6,"square","square",9,"10","9 to 11","local",0
"1228",18,18,"9_R.png","3_R.png","z","blg063","square","square",9,"unspaced",0,"triangle","square",3,"square","triangle",4,"10","9 to 11","local",0
"1229",19,19,"6_R.png","2_R.png","m","blg063","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"10","9 to 11","local",0
"1230",20,20,"10.png","4.png","z","blg063","square","triangle",9,"unspaced",0,"triangle","triangle",3,"square","square",4,"10","9 to 11","local",0
"1231",21,21,"5.png","1.png","m","blg063","square","square",4,"spaced",0,"triangle","square",6,"square","triangle",9,"10","9 to 11","global",1
"1232",22,22,"3_R.png","1_R.png","z","blg063","triangle","triangle",3,"unspaced",0,"square","triangle",9,"triangle","square",6,"10","9 to 11","local",0
"1233",23,23,"10_R.png","4_R.png","m","blg063","square","triangle",9,"unspaced",0,"square","square",4,"triangle","triangle",3,"10","9 to 11","local",0
"1234",24,24,"1.png","1.png","z","blg063","square","square",4,"unspaced",0,"triangle","square",6,"square","triangle",9,"10","9 to 11","local",0
"1235",1,1,"10_R.png","4_R.png","m","blg064","square","triangle",9,"unspaced",0,"square","square",4,"triangle","triangle",3,"9","9 to 11","local",0
"1236",2,2,"9_R.png","3_R.png","m","blg064","square","square",9,"unspaced",0,"triangle","square",3,"square","triangle",4,"9","9 to 11","global",1
"1237",3,3,"3.png","1.png","m","blg064","triangle","triangle",3,"unspaced",0,"triangle","square",6,"square","triangle",9,"9","9 to 11","local",0
"1238",4,4,"12.png","4.png","m","blg064","triangle","square",6,"unspaced",0,"triangle","triangle",3,"square","square",4,"9","9 to 11","local",0
"1239",5,5,"2_R.png","2_R.png","z","blg064","square","triangle",4,"unspaced",0,"square","square",9,"triangle","triangle",6,"9","9 to 11","global",1
"1240",6,6,"7.png","1.png","z","blg064","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"9","9 to 11","global",1
"1241",7,7,"6.png","2.png","m","blg064","square","triangle",4,"spaced",0,"triangle","triangle",6,"square","square",9,"9","9 to 11","global",1
"1242",8,8,"2.png","2.png","z","blg064","square","triangle",4,"unspaced",0,"triangle","triangle",6,"square","square",9,"9","9 to 11","local",0
"1243",9,9,"4.png","2.png","m","blg064","triangle","square",3,"unspaced",0,"triangle","triangle",6,"square","square",9,"9","9 to 11","local",0
"1244",10,10,"10.png","4.png","m","blg064","square","triangle",9,"unspaced",0,"triangle","triangle",3,"square","square",4,"9","9 to 11","global",1
"1245",11,11,"8.png","2.png","m","blg064","triangle","square",3,"spaced",0,"triangle","triangle",6,"square","square",9,"9","9 to 11","local",0
"1246",12,12,"8_R.png","2_R.png","z","blg064","triangle","square",3,"spaced",0,"square","square",9,"triangle","triangle",6,"9","9 to 11","local",0
"1247",13,13,"12_R.png","4_R.png","m","blg064","triangle","square",6,"unspaced",0,"square","square",4,"triangle","triangle",3,"9","9 to 11","global",1
"1248",14,14,"11.png","3.png","m","blg064","triangle","triangle",6,"unspaced",0,"square","triangle",4,"triangle","square",3,"9","9 to 11","global",1
"1249",15,15,"4_R.png","2_R.png","z","blg064","triangle","square",3,"unspaced",0,"square","square",9,"triangle","triangle",6,"9","9 to 11","local",0
"1250",16,16,"6_R.png","2_R.png","m","blg064","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"9","9 to 11","local",0
"1251",17,17,"5.png","1.png","m","blg064","square","square",4,"spaced",0,"triangle","square",6,"square","triangle",9,"9","9 to 11","global",1
"1252",18,18,"1_R.png","1_R.png","m","blg064","square","square",4,"unspaced",0,"square","triangle",9,"triangle","square",6,"9","9 to 11","local",0
"1253",19,19,"9.png","3.png","z","blg064","square","square",9,"unspaced",0,"square","triangle",4,"triangle","square",3,"9","9 to 11","global",1
"1254",20,20,"11_R.png","3_R.png","z","blg064","triangle","triangle",6,"unspaced",0,"triangle","square",3,"square","triangle",4,"9","9 to 11","global",1
"1255",21,21,"1.png","1.png","m","blg064","square","square",4,"unspaced",0,"triangle","square",6,"square","triangle",9,"9","9 to 11","global",1
"1256",22,22,"5_R.png","1_R.png","z","blg064","square","square",4,"spaced",0,"square","triangle",9,"triangle","square",6,"9","9 to 11","global",1
"1257",23,23,"7_R.png","1_R.png","m","blg064","triangle","triangle",3,"spaced",0,"square","triangle",9,"triangle","square",6,"9","9 to 11","global",1
"1258",24,24,"3_R.png","1_R.png","z","blg064","triangle","triangle",3,"unspaced",0,"square","triangle",9,"triangle","square",6,"9","9 to 11","local",0
"1259",2,2,"12_R.png","4_R.png","m","blg077","triangle","square",6,"unspaced",0,"square","square",4,"triangle","triangle",3,"5","5","global",1
"1260",3,3,"4_R.png","2_R.png","m","blg077","triangle","square",3,"unspaced",0,"square","square",9,"triangle","triangle",6,"5","5","global",1
"1261",4,4,"9_R.png","3_R.png","z","blg077","square","square",9,"unspaced",0,"triangle","square",3,"square","triangle",4,"5","5","local",0
"1262",5,5,"7.png","1.png","z","blg077","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"5","5","global",1
"1263",6,6,"9.png","3.png","m","blg077","square","square",9,"unspaced",0,"square","triangle",4,"triangle","square",3,"5","5","local",0
"1264",7,7,"1.png","1.png","z","blg077","square","square",4,"unspaced",0,"triangle","square",6,"square","triangle",9,"5","5","local",0
"1265",8,8,"2.png","2.png","z","blg077","square","triangle",4,"unspaced",0,"triangle","triangle",6,"square","square",9,"5","5","local",0
"1266",9,9,"7_R.png","1_R.png","z","blg077","triangle","triangle",3,"spaced",0,"square","triangle",9,"triangle","square",6,"5","5","local",0
"1267",10,10,"1_R.png","1_R.png","m","blg077","square","square",4,"unspaced",0,"square","triangle",9,"triangle","square",6,"5","5","local",0
"1268",11,11,"8_R.png","2_R.png","m","blg077","triangle","square",3,"spaced",0,"square","square",9,"triangle","triangle",6,"5","5","global",1
"1269",12,12,"5_R.png","1_R.png","z","blg077","square","square",4,"spaced",0,"square","triangle",9,"triangle","square",6,"5","5","global",1
"1270",13,13,"11_R.png","3_R.png","m","blg077","triangle","triangle",6,"unspaced",0,"triangle","square",3,"square","triangle",4,"5","5","local",0
"1271",14,14,"4.png","2.png","m","blg077","triangle","square",3,"unspaced",0,"triangle","triangle",6,"square","square",9,"5","5","local",0
"1272",15,15,"6.png","2.png","z","blg077","square","triangle",4,"spaced",0,"triangle","triangle",6,"square","square",9,"5","5","local",0
"1273",16,16,"8.png","2.png","z","blg077","triangle","square",3,"spaced",0,"triangle","triangle",6,"square","square",9,"5","5","global",1
"1274",17,17,"11.png","3.png","m","blg077","triangle","triangle",6,"unspaced",0,"square","triangle",4,"triangle","square",3,"5","5","global",1
"1275",18,18,"5.png","1.png","z","blg077","square","square",4,"spaced",0,"triangle","square",6,"square","triangle",9,"5","5","local",0
"1276",19,19,"10.png","4.png","m","blg077","square","triangle",9,"unspaced",0,"triangle","triangle",3,"square","square",4,"5","5","global",1
"1277",20,20,"10_R.png","4_R.png","z","blg077","square","triangle",9,"unspaced",0,"square","square",4,"triangle","triangle",3,"5","5","global",1
"1278",21,21,"3.png","1.png","m","blg077","triangle","triangle",3,"unspaced",0,"triangle","square",6,"square","triangle",9,"5","5","local",0
"1279",22,22,"6_R.png","2_R.png","m","blg077","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"5","5","local",0
"1280",23,23,"3_R.png","1_R.png","z","blg077","triangle","triangle",3,"unspaced",0,"square","triangle",9,"triangle","square",6,"5","5","local",0
"1281",24,24,"2_R.png","2_R.png","m","blg077","square","triangle",4,"unspaced",0,"square","square",9,"triangle","triangle",6,"5","5","local",0
"1282",2,2,"4_R.png","2_R.png","z","blg085","triangle","square",3,"unspaced",0,"square","square",9,"triangle","triangle",6,"5","5","local",0
"1283",3,3,"12.png","4.png","m","blg085","triangle","square",6,"unspaced",0,"triangle","triangle",3,"square","square",4,"5","5","local",0
"1284",4,4,"5_R.png","1_R.png","m","blg085","square","square",4,"spaced",0,"square","triangle",9,"triangle","square",6,"5","5","local",0
"1285",5,5,"2_R.png","2_R.png","m","blg085","square","triangle",4,"unspaced",0,"square","square",9,"triangle","triangle",6,"5","5","local",0
"1286",6,6,"8_R.png","2_R.png","z","blg085","triangle","square",3,"spaced",0,"square","square",9,"triangle","triangle",6,"5","5","local",0
"1287",7,7,"4.png","2.png","m","blg085","triangle","square",3,"unspaced",0,"triangle","triangle",6,"square","square",9,"5","5","local",0
"1288",8,8,"7_R.png","1_R.png","z","blg085","triangle","triangle",3,"spaced",0,"square","triangle",9,"triangle","square",6,"5","5","local",0
"1289",9,9,"6_R.png","2_R.png","m","blg085","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"5","5","local",0
"1290",10,10,"11_R.png","3_R.png","m","blg085","triangle","triangle",6,"unspaced",0,"triangle","square",3,"square","triangle",4,"5","5","local",0
"1291",11,11,"3.png","1.png","m","blg085","triangle","triangle",3,"unspaced",0,"triangle","square",6,"square","triangle",9,"5","5","local",0
"1292",12,12,"3_R.png","1_R.png","z","blg085","triangle","triangle",3,"unspaced",0,"square","triangle",9,"triangle","square",6,"5","5","local",0
"1293",13,13,"10_R.png","4_R.png","m","blg085","square","triangle",9,"unspaced",0,"square","square",4,"triangle","triangle",3,"5","5","local",0
"1294",14,14,"11.png","3.png","z","blg085","triangle","triangle",6,"unspaced",0,"square","triangle",4,"triangle","square",3,"5","5","local",0
"1295",15,15,"5.png","1.png","z","blg085","square","square",4,"spaced",0,"triangle","square",6,"square","triangle",9,"5","5","local",0
"1296",16,16,"7.png","1.png","m","blg085","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"5","5","local",0
"1297",17,17,"9_R.png","3_R.png","z","blg085","square","square",9,"unspaced",0,"triangle","square",3,"square","triangle",4,"5","5","local",0
"1298",18,18,"8.png","2.png","m","blg085","triangle","square",3,"spaced",0,"triangle","triangle",6,"square","square",9,"5","5","local",0
"1299",19,19,"12_R.png","4_R.png","z","blg085","triangle","square",6,"unspaced",0,"square","square",4,"triangle","triangle",3,"5","5","local",0
"1300",21,21,"10.png","4.png","z","blg085","square","triangle",9,"unspaced",0,"triangle","triangle",3,"square","square",4,"5","5","local",0
"1301",22,22,"6.png","2.png","z","blg085","square","triangle",4,"spaced",0,"triangle","triangle",6,"square","square",9,"5","5","local",0
"1302",23,23,"9.png","3.png","m","blg085","square","square",9,"unspaced",0,"square","triangle",4,"triangle","square",3,"5","5","local",0
"1303",24,24,"1.png","1.png","z","blg085","square","square",4,"unspaced",0,"triangle","square",6,"square","triangle",9,"5","5","local",0
"1304",1,1,"2_R.png","2_R.png","m","blg122","square","triangle",4,"unspaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1305",2,2,"11.png","3.png","z","blg122","triangle","triangle",6,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","local",0
"1306",3,3,"9_R.png","3_R.png","z","blg122","square","square",9,"unspaced",0,"triangle","square",3,"square","triangle",4,"Adult","Adult","local",0
"1307",4,4,"4_R.png","2_R.png","z","blg122","triangle","square",3,"unspaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1308",5,5,"6.png","2.png","z","blg122","square","triangle",4,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","local",0
"1309",6,6,"8.png","2.png","m","blg122","triangle","square",3,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","local",0
"1310",7,7,"10.png","4.png","z","blg122","square","triangle",9,"unspaced",0,"triangle","triangle",3,"square","square",4,"Adult","Adult","local",0
"1311",8,8,"10_R.png","4_R.png","m","blg122","square","triangle",9,"unspaced",0,"square","square",4,"triangle","triangle",3,"Adult","Adult","local",0
"1312",9,9,"6_R.png","2_R.png","m","blg122","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1313",10,10,"12.png","4.png","m","blg122","triangle","square",6,"unspaced",0,"triangle","triangle",3,"square","square",4,"Adult","Adult","local",0
"1314",11,11,"11_R.png","3_R.png","m","blg122","triangle","triangle",6,"unspaced",0,"triangle","square",3,"square","triangle",4,"Adult","Adult","local",0
"1315",12,12,"9.png","3.png","m","blg122","square","square",9,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","local",0
"1316",13,13,"1.png","1.png","z","blg122","square","square",4,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1317",14,14,"3_R.png","1_R.png","z","blg122","triangle","triangle",3,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1318",15,15,"7_R.png","1_R.png","z","blg122","triangle","triangle",3,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1319",16,16,"1_R.png","1_R.png","m","blg122","square","square",4,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1320",17,17,"12_R.png","4_R.png","z","blg122","triangle","square",6,"unspaced",0,"square","square",4,"triangle","triangle",3,"Adult","Adult","local",0
"1321",18,18,"2.png","2.png","z","blg122","square","triangle",4,"unspaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","local",0
"1322",19,19,"3.png","1.png","m","blg122","triangle","triangle",3,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1323",20,20,"4.png","2.png","m","blg122","triangle","square",3,"unspaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","local",0
"1324",21,21,"5.png","1.png","z","blg122","square","square",4,"spaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1325",22,22,"5_R.png","1_R.png","m","blg122","square","square",4,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1326",23,23,"7.png","1.png","m","blg122","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1327",24,24,"8_R.png","2_R.png","z","blg122","triangle","square",3,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1328",1,1,"6_R.png","2_R.png","m","blg123","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1329",2,2,"8.png","2.png","z","blg123","triangle","square",3,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
"1330",3,3,"6.png","2.png","m","blg123","square","triangle",4,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
"1331",4,4,"9.png","3.png","z","blg123","square","square",9,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","global",1
"1332",5,5,"5_R.png","1_R.png","z","blg123","square","square",4,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","global",1
"1333",6,6,"7_R.png","1_R.png","m","blg123","triangle","triangle",3,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","global",1
"1334",7,7,"10.png","4.png","z","blg123","square","triangle",9,"unspaced",0,"triangle","triangle",3,"square","square",4,"Adult","Adult","local",0
"1335",8,8,"1_R.png","1_R.png","z","blg123","square","square",4,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","global",1
"1336",9,9,"11_R.png","3_R.png","m","blg123","triangle","triangle",6,"unspaced",0,"triangle","square",3,"square","triangle",4,"Adult","Adult","local",0
"1337",10,10,"7.png","1.png","z","blg123","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","global",1
"1338",11,11,"2_R.png","2_R.png","m","blg123","square","triangle",4,"unspaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1339",12,12,"5.png","1.png","m","blg123","square","square",4,"spaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","global",1
"1340",13,13,"12_R.png","4_R.png","m","blg123","triangle","square",6,"unspaced",0,"square","square",4,"triangle","triangle",3,"Adult","Adult","global",1
"1341",14,14,"12.png","4.png","z","blg123","triangle","square",6,"unspaced",0,"triangle","triangle",3,"square","square",4,"Adult","Adult","global",1
"1342",15,15,"4.png","2.png","z","blg123","triangle","square",3,"unspaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
"1343",16,16,"10_R.png","4_R.png","z","blg123","square","triangle",9,"unspaced",0,"square","square",4,"triangle","triangle",3,"Adult","Adult","global",1
"1344",17,17,"3_R.png","1_R.png","m","blg123","triangle","triangle",3,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","global",1
"1345",18,18,"8_R.png","2_R.png","m","blg123","triangle","square",3,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","global",1
"1346",19,19,"9_R.png","3_R.png","m","blg123","square","square",9,"unspaced",0,"triangle","square",3,"square","triangle",4,"Adult","Adult","global",1
"1347",20,20,"11.png","3.png","m","blg123","triangle","triangle",6,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","global",1
"1348",21,21,"1.png","1.png","m","blg123","square","square",4,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","global",1
"1349",22,22,"4_R.png","2_R.png","m","blg123","triangle","square",3,"unspaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","global",1
"1350",23,23,"3.png","1.png","z","blg123","triangle","triangle",3,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","global",1
"1351",24,24,"2.png","2.png","z","blg123","square","triangle",4,"unspaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","local",0
"1352",1,1,"7.png","1.png","m","blg124","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1353",2,2,"9.png","3.png","m","blg124","square","square",9,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","local",0
"1354",3,3,"3_R.png","1_R.png","z","blg124","triangle","triangle",3,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1355",4,4,"12.png","4.png","m","blg124","triangle","square",6,"unspaced",0,"triangle","triangle",3,"square","square",4,"Adult","Adult","local",0
"1356",5,5,"6_R.png","2_R.png","m","blg124","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1357",6,6,"4.png","2.png","m","blg124","triangle","square",3,"unspaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","local",0
"1358",7,7,"11.png","3.png","z","blg124","triangle","triangle",6,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","local",0
"1359",8,8,"7_R.png","1_R.png","z","blg124","triangle","triangle",3,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1360",9,9,"2_R.png","2_R.png","m","blg124","square","triangle",4,"unspaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1361",10,10,"6.png","2.png","z","blg124","square","triangle",4,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","local",0
"1362",11,11,"5_R.png","1_R.png","m","blg124","square","square",4,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1363",12,12,"10.png","4.png","z","blg124","square","triangle",9,"unspaced",0,"triangle","triangle",3,"square","square",4,"Adult","Adult","local",0
"1364",13,13,"1_R.png","1_R.png","m","blg124","square","square",4,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1365",14,14,"3.png","1.png","m","blg124","triangle","triangle",3,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1366",15,15,"5.png","1.png","z","blg124","square","square",4,"spaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1367",16,16,"8.png","2.png","m","blg124","triangle","square",3,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","local",0
"1368",17,17,"9_R.png","3_R.png","z","blg124","square","square",9,"unspaced",0,"triangle","square",3,"square","triangle",4,"Adult","Adult","local",0
"1369",18,18,"12_R.png","4_R.png","z","blg124","triangle","square",6,"unspaced",0,"square","square",4,"triangle","triangle",3,"Adult","Adult","local",0
"1370",19,19,"11_R.png","3_R.png","z","blg124","triangle","triangle",6,"unspaced",0,"triangle","square",3,"square","triangle",4,"Adult","Adult","global",1
"1371",20,20,"8_R.png","2_R.png","z","blg124","triangle","square",3,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1372",21,21,"10_R.png","4_R.png","m","blg124","square","triangle",9,"unspaced",0,"square","square",4,"triangle","triangle",3,"Adult","Adult","local",0
"1373",22,22,"4_R.png","2_R.png","z","blg124","triangle","square",3,"unspaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1374",23,23,"2.png","2.png","z","blg124","square","triangle",4,"unspaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","local",0
"1375",24,24,"1.png","1.png","z","blg124","square","square",4,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1376",1,1,"11.png","3.png","z","blg125","triangle","triangle",6,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","local",0
"1377",2,2,"6_R.png","2_R.png","z","blg125","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","global",1
"1378",3,3,"4_R.png","2_R.png","m","blg125","triangle","square",3,"unspaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","global",1
"1379",4,4,"11_R.png","3_R.png","z","blg125","triangle","triangle",6,"unspaced",0,"triangle","square",3,"square","triangle",4,"Adult","Adult","global",1
"1380",5,5,"5.png","1.png","m","blg125","square","square",4,"spaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","global",1
"1381",6,6,"10.png","4.png","m","blg125","square","triangle",9,"unspaced",0,"triangle","triangle",3,"square","square",4,"Adult","Adult","global",1
"1382",7,7,"7.png","1.png","z","blg125","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","global",1
"1383",8,8,"6.png","2.png","m","blg125","square","triangle",4,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
"1384",9,9,"2.png","2.png","m","blg125","square","triangle",4,"unspaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
"1385",10,10,"5_R.png","1_R.png","z","blg125","square","square",4,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","global",1
"1386",11,11,"3.png","1.png","z","blg125","triangle","triangle",3,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","global",1
"1387",12,12,"12.png","4.png","z","blg125","triangle","square",6,"unspaced",0,"triangle","triangle",3,"square","square",4,"Adult","Adult","global",1
"1388",13,13,"3_R.png","1_R.png","m","blg125","triangle","triangle",3,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","global",1
"1389",14,14,"7_R.png","1_R.png","m","blg125","triangle","triangle",3,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","global",1
"1390",15,15,"12_R.png","4_R.png","m","blg125","triangle","square",6,"unspaced",0,"square","square",4,"triangle","triangle",3,"Adult","Adult","global",1
"1391",16,16,"8_R.png","2_R.png","m","blg125","triangle","square",3,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","global",1
"1392",17,17,"9_R.png","3_R.png","m","blg125","square","square",9,"unspaced",0,"triangle","square",3,"square","triangle",4,"Adult","Adult","global",1
"1393",18,18,"2_R.png","2_R.png","z","blg125","square","triangle",4,"unspaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","global",1
"1394",19,19,"1.png","1.png","m","blg125","square","square",4,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","global",1
"1395",20,20,"1_R.png","1_R.png","z","blg125","square","square",4,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","global",1
"1396",21,21,"8.png","2.png","m","blg125","triangle","square",3,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","local",0
"1397",22,22,"4.png","2.png","z","blg125","triangle","square",3,"unspaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
"1398",23,23,"9.png","3.png","z","blg125","square","square",9,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","global",1
"1399",24,24,"10_R.png","4_R.png","z","blg125","square","triangle",9,"unspaced",0,"square","square",4,"triangle","triangle",3,"Adult","Adult","global",1
"1400",1,1,"7.png","1.png","m","blg127","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1401",2,2,"6.png","2.png","z","blg127","square","triangle",4,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","local",0
"1402",3,3,"5.png","1.png","m","blg127","square","square",4,"spaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","global",1
"1403",4,4,"9.png","3.png","z","blg127","square","square",9,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","global",1
"1404",5,5,"5_R.png","1_R.png","m","blg127","square","square",4,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1405",6,6,"12.png","4.png","m","blg127","triangle","square",6,"unspaced",0,"triangle","triangle",3,"square","square",4,"Adult","Adult","local",0
"1406",7,7,"10.png","4.png","z","blg127","square","triangle",9,"unspaced",0,"triangle","triangle",3,"square","square",4,"Adult","Adult","local",0
"1407",8,8,"8.png","2.png","z","blg127","triangle","square",3,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
"1408",9,9,"10_R.png","4_R.png","z","blg127","square","triangle",9,"unspaced",0,"square","square",4,"triangle","triangle",3,"Adult","Adult","global",1
